timestamp,utc_time,spread_points,spread_pips,max_allowed,status,bid,ask,session
2026-03-12 08:04:30,08:04:30,360,36.0,360,OK,5183.93900,5184.29900,London
2026-03-12 08:05:02,08:05:02,360,36.0,360,OK,5183.55900,5183.91900,London
2026-03-12 08:06:02,08:06:02,360,36.0,360,OK,5184.09700,5184.45700,London
2026-03-12 08:07:02,08:07:02,360,36.0,360,OK,5183.54700,5183.90700,London
2026-03-12 08:08:03,08:08:03,360,36.0,360,OK,5182.79600,5183.15600,London
2026-03-12 08:09:03,08:09:03,360,36.0,360,OK,5184.22200,5184.58200,London
2026-03-12 08:10:03,08:10:03,360,36.0,360,OK,5183.72300,5184.08300,London
2026-03-12 08:11:03,08:11:03,500,50.0,360,BLOCKED,5187.17500,5187.67500,London
2026-03-12 08:12:03,08:12:03,360,36.0,360,OK,5184.74300,5185.10300,London
2026-03-12 08:13:04,08:13:04,360,36.0,360,OK,5184.58400,5184.94400,London
2026-03-12 08:14:04,08:14:04,360,36.0,360,OK,5182.92400,5183.28400,London
2026-03-12 08:15:04,08:15:04,360,36.0,360,OK,5181.25900,5181.61900,London
2026-03-12 08:16:04,08:16:04,360,36.0,360,OK,5181.84500,5182.20500,London
2026-03-12 08:17:04,08:17:04,360,36.0,360,OK,5183.67500,5184.03500,London
2026-03-12 08:18:04,08:18:04,360,36.0,360,OK,5181.64600,5182.00600,London
2026-03-12 08:19:04,08:19:04,360,36.0,360,OK,5182.36200,5182.72200,London
2026-03-12 08:20:04,08:20:04,360,36.0,360,OK,5181.51800,5181.87800,London
2026-03-12 08:21:04,08:21:04,360,36.0,360,OK,5179.65400,5180.01400,London
2026-03-12 08:22:04,08:22:04,360,36.0,360,OK,5180.28200,5180.64200,London
2026-03-12 08:23:05,08:23:05,360,36.0,360,OK,5179.52900,5179.88900,London
2026-03-12 08:24:00,08:24:00,360,36.0,360,OK,5179.93900,5180.29900,London
2026-03-12 08:25:00,08:25:00,360,36.0,360,OK,5178.26600,5178.62600,London
2026-03-12 08:26:00,08:26:00,360,36.0,360,OK,5178.69200,5179.05200,London
2026-03-12 08:27:01,08:27:01,360,36.0,360,OK,5179.37400,5179.73400,London
2026-03-12 08:28:01,08:28:01,360,36.0,360,OK,5178.91000,5179.27000,London
